IDs,status,both_parsed,ligand_equiv,ligand_canonical,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,old_ilp_oxidation,old_mechanism_class,old_motif_class,ilp_ligands,reference_ligands,old_ilp_ligands,smiles_ilp,error
LIWBAU,ok,1,1,0,1,1,1,0,0,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,C=CCN1COc2ccccc21 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=CCN1[C]Oc2ccccc21 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=CCN1[C-2]Oc2ccccc21 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1Oc2c([H])c([H])c([H])c([H])c2N1C(C(=C([H])[H])[H])([H])[H],
MEZCOJ,ok,1,1,1,1,1,1,5,5,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,Nc1cccc(CN(CC(=O)[O-])CC(=O)[O-])n1 || [O-2] || [O-][O-],Nc1cccc(CN(CC(=O)[O-])CC(=O)[O-])n1 || [O-2] || [O-][O-],Nc1cccc(CN(CC(=O)[O-])CC(=O)[O-])n1 || O=O || [O-2],[V+5]1234(<-n5c(N([H])[H])c([H])c([H])c([H])c5C(N->1(C([H])([H])C(=O)O2)C([H])([H])C(=O)O3)([H])[H])(=O)<-[O-][O-]->4,
MEZCUP,ok,1,1,1,1,1,1,5,5,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,Nc1ccc(Br)c(CN(CC(=O)[O-])CC(=O)[O-])n1 || [O-2] || [O-][O-],Nc1ccc(Br)c(CN(CC(=O)[O-])CC(=O)[O-])n1 || [O-2] || [O-][O-],Nc1ccc(Br)c(CN(CC(=O)[O-])CC(=O)[O-])n1 || O=O || [O-2],Brc1c([H])c([H])c(N([H])[H])n2->[V+5]345(<-N(C(c21)([H])[H])(C([H])([H])C(=O)O3)C([H])([H])C(=O)O4)(=O)<-[O-][O-]->5,
MOZDUC,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,F[C-](F)F || [O-2] || [O-][O-] || c1cc[cH-]c1,F[C-](F)F || [O-2] || [O-][O-] || c1cc[cH-]c1,F[C-](F)F || O=O || [O-2] || c1cc[cH-]c1,[Mo+6]12345(<-[O-][O-]->1)(=O)(<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H])C(F)(F)F,
MUGZOE,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,C_N_donor_cyanide_or_isocyanide,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1 || [C-]#[N+]C(C)(C)C || [Cl-] || [O-][O-],CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1 || [C-]#[N+]C(C)(C)C || [Cl-] || [O-][O-],CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1 || O=O || [C-]#[N+]C(C)(C)C || [Cl-],c1([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2-c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])n3->[Rh+3]3(<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(Cl)(<-n12)<-[O-][O-]->3,
NACPUF,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CC(=NN=C([O-])c1ccccc1)c1c(C)nn(-c2ccccc2)c1[O-] || CO || [O-2] || [O-][O-],CC(=NN=C([O-])c1ccccc1)c1c(C)nn(-c2ccccc2)c1[O-] || CO || [O-2] || [O-][O-],CC(=NN=C([O-])c1ccccc1)c1c(C)nn(-c2ccccc2)c1[O-] || CO || O=O || [O-2],[Mo+6]123(=O)(<-[O-][O-]->1)(<-N(=C(C([H])([H])[H])c1c(n(-c4c([H])c([H])c([H])c([H])c4[H])nc1C([H])([H])[H])O2)N=C(c1c([H])c([H])c([H])c([H])c1[H])O3)<-O([H])C([H])([H])[H],
NAHTAR,ok,1,1,1,1,1,1,7,7,,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CN(C)P(=O)(N(C)C)N(C)C || [CH3-] || [O-2] || [O-][O-] || [O-][O-],CN(C)P(=O)(N(C)C)N(C)C || [CH3-] || [O-2] || [O-][O-] || [O-][O-],CN(C)P(=O)(N(C)C)N(C)C || O=O || O=O || [CH3-] || [O-2],[Re+7]12(=O)(<-[O-][O-]->1)(<-[O-][O-]->2)(<-O=P(N(C([H])([H])[H])C([H])([H])[H])(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],
NELVOS,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,Cc1nn(-c2ccccc2)c([O-])c1C(=O)CC(C)(C)C || [O-2] || [O-][O-] || [O-][O-],Cc1nn(-c2ccccc2)c([O-])c1C(=O)CC(C)(C)C || [O-2] || [O-][O-] || [O-][O-],Cc1nn(-c2ccccc2)c([O-])c1C(=O)CC(C)(C)C || O=O || O=O || [O-2],[Mo+6]123(Oc4n(-c5c([H])c([H])c([H])c([H])c5[H])nc(C([H])([H])[H])c4C(=O->1)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(=O)(<-[O-][O-]->2)<-[O-][O-]->3,
OGOBIV,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C=C || Cc1cccc(CN(C)Cc2cccc(C)n2)n1 || [O-][O-],C=C || Cc1cccc(CN(C)Cc2cccc(C)n2)n1 || [O-][O-],C=C || Cc1cccc(CN(C)Cc2cccc(C)n2)n1 || O=O,[Ir+3]1234(<-[O-][O-]->1)(<-C([H])([H])=C->2([H])[H])<-n1c(C([H])([H])N->3(C([H])([H])c2n->4c(C([H])([H])[H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
ONIWIS,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,carbonyl_like,CCP(CC)CC || CCP(CC)CC || Fc1[c-]c(F)c(F)nc1F || [C-]#[O+] || [O-][O-],CCP(CC)CC || CCP(CC)CC || Fc1[c-]c(F)c(F)nc1F || [C-]#[O+] || [O-][O-],CCP(CC)CC || CCP(CC)CC || Fc1[c-]c(F)c(F)nc1F || O=O || [C-]#[O+],[C-](#[O+])->[Rh+3]1(c2c(F)c(F)nc(F)c2F)(<-[O-][O-]->1)(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],
OSIPUC,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,carbonyl_like,COc1ccccc1P(c1ccccc1)c1ccccc1 || COc1ccccc1P(c1ccccc1)c1ccccc1 || [C-]#[O+] || [Cl-] || [O-][O-],COc1ccccc1P(c1ccccc1)c1ccccc1 || COc1ccccc1P(c1ccccc1)c1ccccc1 || [C-]#[O+] || [Cl-] || [O-][O-],COc1ccccc1P(c1ccccc1)c1ccccc1 || COc1ccccc1P(c1ccccc1)c1ccccc1 || O=O || [C-]#[O+] || [Cl-],[Ir+3]1(Cl)(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c(OC([H])([H])[H])c([H])c([H])c([H])c2[H])(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c(OC([H])([H])[H])c([H])c([H])c([H])c2[H])(<-[O-][O-]->1)<-[C-]#[O+],
PEHKIY,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,[O-2] || [O-][O-] || [O-][O-] || c1cnn(Cn2cccn2)c1,[O-2] || [O-][O-] || [O-][O-] || c1cnn(Cn2cccn2)c1,O=O || O=O || [O-2] || c1cnn(Cn2cccn2)c1,[Mo+6]123(=O)(<-[O-][O-]->1)(<-[O-][O-]->2)<-n1n(C(n2n->3c([H])c([H])c2[H])([H])[H])c([H])c([H])c1[H],
PIXTEV,ok,1,1,0,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CN1CCN(C)CCN(C)CC1 || N#C[O-] || N#C[O-] || [O-][O-],CN1CCN(C)CCN(C)CC1 || [N-]=C=O || [N-]=C=O || [O-][O-],CN1CCN(C)CCN(C)CC1 || N#C[O-] || N#C[O-] || O=O,[Ti+4]123(<-N4(C([H])([H])[H])C([H])([H])C([H])([H])N->1(C([H])([H])[H])C([H])([H])C([H])([H])N->2(C([H])([H])[H])C([H])([H])C4([H])[H])(<-[O-][O-]->3)(<-N#C[O-])<-N#C[O-],
POJMEH,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CC(C)(C)P(C[Si](C)(C)[N-][Si](C)(C)CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || [O-][O-],CC(C)(C)P(C[Si](C)(C)[N-][Si](C)(C)CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || [O-][O-],CC(C)(C)P(C[Si](C)(C)[N-][Si](C)(C)CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || O=O,[Rh+3]123(<-P(C([Si](N1[Si](C([H])([H])[H])(C([H])([H])[H])C(P->2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-[O-][O-]->3,
POWDAG,ok,1,1,1,1,1,1,2,2,,coupled_ligand_charge_and_oxidation,carbonyl_like,[C-]#[O+] || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[C-]#[O+] || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=O || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Ru+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-[O-][O-]->1)(<-[C-]#[O+])<-[C-]#[O+],
PUMRUM,ok,1,1,0,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,CC(C)P(C(C)C)C(C)C || CC(C)P(C(C)C)C(C)C || CN1C=CN(C[C-]=O)C1 || [Cl-] || [O-][O-],CC(C)P(C(C)C)C(C)C || CC(C)P(C(C)C)C(C)C || CN1[C]N(C[C-]=O)C=C1 || [Cl-] || [O-][O-],CC(C)P(C(C)C)C(C)C || CC(C)P(C(C)C)C(C)C || CN1C=CN(C[C-]=O)C1 || O=O || [Cl-],[Os+4]12(Cl)(<-P(C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-[O-][O-]->1)<-C1N(C([H])([H])[H])C([H])=C([H])N1C([H])([H])C2=O,
QATKUT,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,[O-2] || [O-][O-] || [O-]c1ccccc1C1=NCCO1 || [O-]c1ccccc1C1=NCCO1,[O-2] || [O-][O-] || [O-]c1ccccc1C1=NCCO1 || [O-]c1ccccc1C1=NCCO1,O=O || [O-2] || [O-]c1ccccc1C1=NCCO1 || [O-]c1ccccc1C1=NCCO1,[Mo+6]123(Oc4c([H])c([H])c([H])c([H])c4C4=N->1C([H])([H])C([H])([H])O4)(<-N1=C(c4c([H])c([H])c([H])c([H])c4O2)OC([H])([H])C1([H])[H])(<-[O-][O-]->3)=O,
QEFLIZ,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CC(C)(C)N1Cc2cccc(n2)CN(C(C)(C)C)Cc2cccc(n2)C1 || [O-][O-],CC(C)(C)N1Cc2cccc(n2)CN(C(C)(C)C)Cc2cccc(n2)C1 || [O-][O-],CC(C)(C)N1Cc2cccc(n2)CN(C(C)(C)C)Cc2cccc(n2)C1 || O=O,[Co+3]1234(<-[O-][O-]->1)<-n1c5c([H])c([H])c([H])c1C([H])([H])N->2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1n->3c(c([H])c([H])c1[H])C([H])([H])N->4(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C5([H])[H],
QEKDOB,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,C_N_donor_cyanide_or_isocyanide,CCP(CC)CC || CCP(CC)CC || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [O-][O-],CCP(CC)CC || CCP(CC)CC || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [O-][O-],CCP(CC)CC || CCP(CC)CC || O=O || [C-]#[N+]c1c(C)cccc1C || [Cl-],[Rh+3]1(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(Cl)(<-[O-][O-]->1)<-[C-]#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
QELZOZ,ok,1,1,1,1,1,1,5,5,,metal_disconnection_or_ligand_partition,N_O_only_coordination,O=C(N[O-])c1ccccc1 || [O-2] || [O-][O-] || c1ccc(-c2ccccn2)nc1,O=C(N[O-])c1ccccc1 || [O-2] || [O-][O-] || c1ccc(-c2ccccn2)nc1,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=C(N[O-])c1ccccc1 || O=O || [O-2],c1([H])c([H])c([H])c([H])c([H])c1C1N(O[V+5]23(<-n4c([H])c([H])c([H])c([H])c4-c4c([H])c([H])c([H])c([H])n->24)(<-O=1)(=O)<-[O-][O-]->3)[H],
QIZTOJ,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || [O-2] || [O-][O-],O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || [O-2] || [O-][O-],O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || O=C(C=Cc1ccccc1)N([O-])c1ccccc1 || O=O || [O-2],[W+6]123(=O)(<-[O-][O-]->1)(<-O=C(N(O2)c1c([H])c([H])c([H])c([H])c1[H])C([H])=C([H])c1c([H])c([H])c([H])c([H])c1[H])ON(c1c([H])c([H])c([H])c([H])c1[H])C(=O->3)C([H])=C([H])c1c([H])c([H])c([H])c([H])c1[H],
QOXBIP,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O=C([O-])c1ccc2ccccc2n1 || [O-2] || [O-][O-] || [O-][O-],O=C([O-])c1ccc2ccccc2n1 || [O-2] || [O-][O-] || [O-][O-],O=C([O-])c1ccc2ccccc2n1 || O=O || O=O || [O-2],[W+6]123(OC(=O)c4n->1c1c(c([H])c4[H])c([H])c([H])c([H])c1[H])(<-[O-][O-]->2)(<-[O-][O-]->3)=O,
QUJRIX,ok,1,1,1,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1 || [Cl-] || [Cl-] || [O-][O-],Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1 || [Cl-] || [Cl-] || [O-][O-],Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1 || O=O || [Cl-] || [Cl-],[Ti+4]123(Cl)(Cl)(<-[O-][O-]->1)<-n1c(C([H])([H])[H])c([H])c(C([H])([H])[H])n1-c1n->2c(-n2n->3c(C([H])([H])[H])c([H])c2C([H])([H])[H])c([H])c([H])c1[H],
REKCIV,ok,1,1,1,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,CC(C)(C)P1CN(Cc2ccccc2)CP(C(C)(C)C)CN(Cc2ccccc2)C1 || [O-][O-] || c1cc[cH-]c1,CC(C)(C)P1CN(Cc2ccccc2)CP(C(C)(C)C)CN(Cc2ccccc2)C1 || [O-][O-] || c1cc[cH-]c1,CC(C)(C)P1CN(Cc2ccccc2)CP(C(C)(C)C)CN(Cc2ccccc2)C1 || O=O || c1cc[cH-]c1,C12([H])->[Ru+4]34567(<-C=1([H])C3([H])C->4([H])=C->52[H])(<-[O-][O-]->6)<-P1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])P->7(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H],
RERJOO,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CN(C)c1ccccc1P(c1ccccc1)c1ccccc1 || [Cl-] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN(C)c1ccccc1P(c1ccccc1)c1ccccc1 || [Cl-] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN(C)c1ccccc1P(c1ccccc1)c1ccccc1 || O=O || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,c1(P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])->[Rh+3]23(<-N(c4c(P->2(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c4[H])(C([H])([H])[H])C([H])([H])[H])(Cl)<-[O-][O-]->3)c([H])c([H])c([H])c([H])c1[H],
RUHPOA,ok,1,1,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,CC(C)(C)N1[C-2]ON2C1CCC2(C)C || CC1(C)CCC=N1 || [Cl-] || [Cl-],CC(C)(C)N1[C]ON2C1CCC2(C)C || CC1(C)CCC=N1 || [Cl-] || [Cl-],CC(C)(C)N1[C-2]ON2C1CCC2(C)C || CC1(C)CCC=N1 || [Cl-] || [Cl-],C1(=[Pd+4](<-N2=C([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])(Cl)Cl)N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2O1,
RUZYUG,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,Cc1c(C)c(C)[c-](C)c1C || [C-]#CC#C || [O-2] || [O-][O-],Cc1c(C)c(C)[c-](C)c1C || [C-]#CC#C || [O-2] || [O-][O-],Cc1c(C)c(C)[c-](C)c1C || O=O || [C-]#CC#C || [O-2],[W+6]12345(=O)(<-[O-][O-]->1)(C#CC#C[H])<-C1(C([H])([H])[H])=C->2(C([H])([H])[H])C->3(C([H])([H])[H])=C->4(C([H])([H])[H])C51C([H])([H])[H],
SAFVIF,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CP(=O)(c1ccccc1)c1ccccc1 || CP(=O)(c1ccccc1)c1ccccc1 || [O-2] || [O-][O-] || [O-][O-],CP(=O)(c1ccccc1)c1ccccc1 || CP(=O)(c1ccccc1)c1ccccc1 || [O-2] || [O-][O-] || [O-][O-],CP(=O)(c1ccccc1)c1ccccc1 || CP(=O)(c1ccccc1)c1ccccc1 || O=O || O=O || [O-2],[Mo+6]12(<-O=P(C([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(<-O=P(C([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(<-[O-][O-]->1)(<-[O-][O-]->2)=O,
SOVGEQ,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CC(=NO)c1ccccc1[O-] || [O-2] || [O-][O-] || [O-][O-],CC(=NO)c1ccccc1[O-] || [O-2] || [O-][O-] || [O-][O-],CC(=NO)c1ccccc1[O-] || O=O || O=O || [O-2],[W+6]123(<-N(O[H])=C(c4c(O1)c([H])c([H])c([H])c4[H])C([H])([H])[H])(<-[O-][O-]->2)(<-[O-][O-]->3)=O,
SOWSON,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,[CH3-] || [O-2] || [O-][O-] || c1cc[cH-]c1,[CH3-] || [O-2] || [O-][O-] || c1cc[cH-]c1,O=O || [CH3-] || [O-2] || c1cc[cH-]c1,[Mo+6]12345(<-[O-][O-]->1)(=O)(C([H])([H])[H])C1([H])C->2([H])=C->3([H])C->4([H])=C->51[H],
UGEZEM,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O=C([O-])c1ccccn1 || [O-2] || [O-][O-] || [O-][O-],O=C([O-])c1ccccn1 || [O-2] || [O-][O-] || [O-][O-],O=C([O-])c1ccccn1 || O=O || O=O || [O-2],C1(c2c([H])c([H])c([H])c([H])n2->[Mo+6]23(=O)(<-[O-][O-]->2)(<-[O-][O-]->3)O1)=O,
VEJDUM,ok,1,1,0,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,Cc1c(C)c(C)[c-](C)c1C || Cc1cc(C)c(N2C=CN(Cc3ccccn3)C2)c(C)c1 || [O-][O-],Cc1c(C)c(C)[c-](C)c1C || Cc1cc(C)c(N2[C]N(Cc3ccccn3)C=C2)c(C)c1 || [O-][O-],Cc1c(C)c(C)[c-](C)c1C || Cc1cc(C)c(N2C=CN(Cc3ccccn3)C2)c(C)c1 || O=O,[Ru+4]123456(<-n7c([H])c([H])c([H])c([H])c7C(N7C->1N(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])C([H])=C7[H])([H])[H])(<-[O-][O-]->2)<-C1(C([H])([H])[H])=C->3(C([H])([H])[H])C->4(C([H])([H])[H])=C->5(C([H])([H])[H])C61C([H])([H])[H],
VINGEF,ok,1,1,1,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O=C([O-])CNCCN(CC(=O)[O-])CC(=O)[O-] || [O-][O-],O=C([O-])CNCCN(CC(=O)[O-])CC(=O)[O-] || [O-][O-],O=C([O-])CNCCN(CC(=O)[O-])CC(=O)[O-] || O=O,[Ti+4]12345(<-[O-][O-]->1)<-N(C([H])([H])C([H])([H])N->2([H])C([H])([H])C(=O)O3)(C([H])([H])C(=O)O4)C([H])([H])C(=O)O5,
VINGUV,ok,1,1,1,1,1,1,4,4,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-] || [O-][O-],O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-] || [O-][O-],O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-] || O=O,[Ti+4]12345(<-[O-][O-]->1)<-N(C([H])([H])C([H])([H])N->2(C([H])([H])C(O[H])=O)C([H])([H])C(=O)O3)(C([H])([H])C(=O)O4)C([H])([H])C(=O)O5,
WEQGEE,ok,1,1,1,1,1,1,3,3,,coupled_ligand_charge_and_oxidation,carbonyl_like,Fc1c(F)c(F)c([S-])c(F)c1F || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1c(F)c(F)c([S-])c(F)c1F || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1c(F)c(F)c([S-])c(F)c1F || O=O || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Ir+3]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(Sc2c(F)c(F)c(F)c(F)c2F)(<-[C-]#[O+])<-[O-][O-]->1,
WEXFAI,ok,1,1,1,1,1,1,5,5,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,O || O=C([O-])c1cccc(C(=O)[O-])n1 || [O-2] || [O-][O-],O || O=C([O-])c1cccc(C(=O)[O-])n1 || [O-2] || [O-][O-],O || O=C([O-])c1cccc(C(=O)[O-])n1 || O=O || [O-2],[V+5]123(=O)(<-[O-][O-]->1)(<-n1c(c([H])c([H])c([H])c1C(=O)O2)C(=O)O3)<-O([H])[H],
WIWQEA,ok,1,1,1,1,1,1,6,6,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,[O-2] || [O-][O-] || [O-][O-] || c1ccc(-c2cc[nH]n2)nc1,[O-2] || [O-][O-] || [O-][O-] || c1ccc(-c2cc[nH]n2)nc1,O=O || O=O || [O-2] || c1ccc(-c2cc[nH]n2)nc1,[Mo+6]123(<-n4c(-c5c([H])c([H])c([H])c([H])n->15)c([H])c([H])n4[H])(<-[O-][O-]->2)(<-[O-][O-]->3)=O,
XACXAB,ok,1,1,1,1,1,1,2,2,,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || [O-][O-],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || [O-][O-],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2 || O=O,[Pd+2]1(<-P2(c3c([H])c([H])c([H])c([H])c3[H])C3(C([H])([H])[H])OC4(C([H])([H])[H])OC(C([H])([H])[H])(OC2(C([H])([H])[H])C4([H])[H])C3([H])[H])(<-[O-][O-]->1)<-P1(c2c([H])c([H])c([H])c([H])c2[H])C2(C([H])([H])[H])OC3(C([H])([H])[H])OC(C([H])([H])[H])(OC1(C([H])([H])[H])C3([H])[H])C2([H])[H],
