IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
IDOGOY,[Cl-]->[Pd@OH14+2]1(<-[Cl-])<-P(Cc2cccc(Oc3cccc(CP->1(c1ccccc1)c1ccccc1)c3)c2)(c1ccccc1)c1ccccc1,C38 H32 Cl2 O1 P2 Pd1,0.0,[Cl-]->[Pd+2]1(<-[Cl-])<-P(Cc2cccc(Oc3cccc(CP->1(c1ccccc1)c1ccccc1)c3)c2)(c1ccccc1)c1ccccc1,[Cl-]->[Pd+2]1(<-[Cl-])<-P(Cc2cccc(Oc3cccc(CP->1(c1ccccc1)c1ccccc1)c3)c2)(c1ccccc1)c1ccccc1,[Cl-]->[Pd+2]1(<-[Cl-])<-P(Cc2cccc(Oc3cccc(CP->1(c1ccccc1)c1ccccc1)c3)c2)(c1ccccc1)c1ccccc1
IDOKES,[Cl-]->[Au+3]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,C10 H9 Au1 Cl2 N3 1+,1.0,[Cl-]->[Au+3]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,[Cl-]->[Au+3]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,[Cl-]->[Au+3]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12
IDONAT,CC1=C(C)N(C(C)C)[C](->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C,C24 H40 N4 Ni1 O2,0.0,CC1=C(C)N(C(C)C)[C](->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C,CC1=C(C)N(C(C)C)[C](->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C,CC1=C(C)N(C(C)C)[C](->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C
IDORUQ,[Cl-]->[Zn+2](<-[Cl-])(<-n1c(Cn2cncn2)[nH]c2ccccc21)<-n1c(Cn2cncn2)[nH]c2ccccc21,C20 H18 Cl2 N10 Zn1,0.0,[Cl-]->[Zn+2](<-[Cl-])(<-n1c(Cn2cncn2)[nH]c2ccccc21)<-n1c(Cn2cncn2)[nH]c2ccccc21,[Cl-]->[Zn+2](<-[Cl-])(<-n1c(Cn2cncn2)[nH]c2ccccc21)<-n1c(Cn2cncn2)[nH]c2ccccc21,[Cl-]->[Zn+2](<-[Cl-])(<-n1c(Cn2cncn2)[nH]c2ccccc21)<-n1c(Cn2cncn2)[nH]c2ccccc21
IDOSAX,CC(C)c1cccc(C(C)C)c1N1C[C@@H]2CCCN2->[Pd+2]<-1(<-[Cl-])<-[Cl-],C17 H28 Cl2 N2 Pd1,0.0,CC(C)c1cccc(C(C)C)c1N1CC2CCCN2->[Pd+2]<-1(<-[Cl-])<-[Cl-],CC(C)c1cccc(C(C)C)c1N1CC2CCCN2->[Pd+2]<-1(<-[Cl-])<-[Cl-],CC(C)c1cccc(C(C)C)c1N1CC2CCCN2->[Pd+2]<-1(<-[Cl-])<-[Cl-]
IDOSEZ,c1ccc(C2=N3->[Ir+]456(<-C7=C->4/CC/C->5=C->6\CC\7)<-P(CC[C@H]3CO2)(c2ccccc2)c2ccccc2)cc1,C31 H34 Ir1 N1 O1 P1 1+,1.0,c1ccc(C2=N3->[Ir+]456(<-C7=C->4CCC->5=C->6CC7)<-P(CCC3CO2)(c2ccccc2)c2ccccc2)cc1,c1ccc(C2=N3->[Ir+]456(<-C7=C->4CCC->5=C->6CC7)<-P(CCC3CO2)(c2ccccc2)c2ccccc2)cc1,c1ccc(C2=N3->[Ir+]456(<-C7=C->4CCC->5=C->6CC7)<-P(CCC3CO2)(c2ccccc2)c2ccccc2)cc1
IDOSOJ,CCO/C(c1ccccc1OC)=P(\C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C19 H21 O7 P1 W1,0.0,CCOC(c1ccccc1OC)=P(C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCOC(c1ccccc1OC)=P(C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCOC(c1ccccc1OC)=P(C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
IDOSOL,NNC(N)=S->[Cu@OH30+](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C37 H35 Cl1 Cu1 N3 P2 S1,0.0,NNC(N)=S->[Cu+](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,NNC(N)=S->[Cu+](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,NNC(N)=S->[Cu+](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
IDOTAW,CCO/C(c1ccccc1OC)=P(\C(N(C)C)N(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C20 H25 N2 O7 P1 W1,0.0,CCOC(c1ccccc1OC)=P(C(N(C)C)N(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCOC(c1ccccc1OC)=P(C(N(C)C)N(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCOC(c1ccccc1OC)=P(C(N(C)C)N(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
IDOTUT,Cc1cc(C)n(->[Ag+]2(<-[O-][N+](=O)[O-]->2)<-[P@TB6](c2ccccc2C)(c2ccccc2C)c2ccccc2C)c(C)c1,C29 H32 Ag1 N2 O3 P1,0.0,Cc1cc(C)n(->[Ag+]2(<-[O-][N+](=O)[O-]->2)<-P(c2ccccc2C)(c2ccccc2C)c2ccccc2C)c(C)c1,Cc1cc(C)n(->[Ag+](<-[O-][N+](=O)[O-])<-P(c2ccccc2C)(c2ccccc2C)c2ccccc2C)c(C)c1,Cc1cc(C)n(->[Ag+]2(<-[O-][N+](=O)[O-]->2)<-P(c2ccccc2C)(c2ccccc2C)c2ccccc2C)c(C)c1
IDOZAE,CC[C@@]1(C)Cc2ccccn2->[Zr+4]2345(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-c6c->2[c-]->31c->41ccccc->561)<-O1CCCC1,C23 H28 Cl3 N1 O1 Zr1,0.0,CCC1(C)Cc2ccccn2->[Zr+4]2345(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-c6[cH-]->2c->32ccccc->42c->561)<-O1CCCC1,CCC1(C)Cc2ccccn2->[Zr+4]2345(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-c6[cH-]->2c->31c->41ccccc->561)<-O1CCCC1,CCC1(C)Cc2ccccn2->[Zr+4]2345(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-c6[cH-]->2c->31c->41ccccc->561)<-O1CCCC1
IDOZEI,Cc1ccc(C2([c-]34->[Ti+4]567(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c(c->53)c->63ccccc->734)CCCCC2)s1,C20 H21 Cl3 S1 Ti1,0.0,Cc1ccc(C2(c34->[Ti+4]567(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c3[cH-]->5c->63ccccc->743)CCCCC2)s1,Cc1ccc(C2(c34->[Ti+4]567(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c3c->5[c-]->63ccccc->743)CCCCC2)s1,Cc1ccc(C2(c34->[Ti+4]567(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c3c->5[c-]->63ccccc->743)CCCCC2)s1
IDUCEP,,C25 H18 N2 Pt1,0.0,Cc1ccc(C#[C-]->[Pt+2]23<-[c-]4ccccc4-c4cccc(-c5ccccn->25)n->34)cc1,Cc1ccc(C#[C-]->[Pt+2]23<-[c-]4ccccc4-c4cccc(-c5ccccn->25)n->34)cc1,Cc1ccc(C#[C-]->[Pt+2]23<-[c-]4ccccc4-c4cccc(-c5ccccn->25)n->34)cc1
IDUCIT,,C26 H16 N2 Pt1,0.0,C(#Cc1ccccc1)C#[C-]->[Pt+2]12<-[c-]3ccccc3-c3cccc(-c4ccccn->14)n->23,C(#Cc1ccccc1)C#[C-]->[Pt+2]12<-[c-]3ccccc3-c3cccc(-c4ccccn->14)n->23,C(#Cc1ccccc1)C#[C-]->[Pt+2]12<-[c-]3ccccc3-c3cccc(-c4ccccn->14)n->23
IDUFIY,CC(C)(C)P1(/C=C2/C=Cc3cccc(F)c3[N-]2->[Pd+2]<-1<-[c-]1ccc(F)cc1)C(C)(C)C,C24 H28 F2 N1 P1 Pd1,0.0,CC(C)(C)P1(C=C2C=Cc3cccc4F->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-[N-]2c34)C(C)(C)C,CC(C)(C)P1(C=C2C=Cc3cccc(F)c3[N-]2->[Pd+2]<-1<-[c-]1ccc(F)cc1)C(C)(C)C,CC(C)(C)P1(C=C2C=Cc3cccc(F)c3[N-]2->[Pd+2]<-1<-[c-]1ccc(F)cc1)C(C)(C)C
IDUFOE,CCO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(/C=C\2C=C3)(C(C)(C)C)C(C)(C)C,C26 H33 F1 N1 O1 P1 Pd1,0.0,CCO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(C=C2C=C3)(C(C)(C)C)C(C)(C)C,CCO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(C=C2C=C3)(C(C)(C)C)C(C)(C)C,CCO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(C=C2C=C3)(C(C)(C)C)C(C)(C)C
IDUGAR,CC(C)=O->[Pd@@+2]1(<-[c-]2ccc(F)cc2)<-n2c(CP->1(C(C)(C)C)C(C)(C)C)ccc1cccc(F)c12,C27 H35 F2 N1 O1 P1 Pd1 1+,1.0,CC(C)=O->[Pd+2]1(<-[c-]2ccc(F)cc2)<-n2c(CP->1(C(C)(C)C)C(C)(C)C)ccc1cccc(F)c12,CC(C)=O->[Pd+2]1(<-[c-]2ccc(F)cc2)<-n2c(CP->1(C(C)(C)C)C(C)(C)C)ccc1cccc(F)c12,CC(C)=O->[Pd+2]1(<-[c-]2ccc(F)cc2)<-n2c(CP->1(C(C)(C)C)C(C)(C)C)ccc1cccc(F)c12
IDUGIZ,Nc1ccc(Br)cn1->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-],C5 H5 Br1 Cl3 N2 Zn1 1-,-1.0,Nc1ccc(Br)cn1->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-],Nc1ccc(Br)cn1->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-],Nc1ccc(Br)cn1->[Zn+2](<-[Cl-])(<-[Cl-])<-[Cl-]
IDUGOE,Cc1ccccc1/N=C/c1cccc[c-]1->[Hg+2]<-[c-]1ccccc1/C=N/c1ccccc1C,C28 H24 Hg1 N2,0.0,Cc1ccccc1N1=Cc2cccc[c-]2->[Hg+2]<-12<-[c-]1ccccc1C=N->2c1ccccc1C,Cc1ccccc1N=Cc1cccc[c-]1->[Hg+2]<-[c-]1ccccc1C=Nc1ccccc1C,Cc1ccccc1N=Cc1cccc[c-]1->[Hg+2]<-[c-]1ccccc1C=Nc1ccccc1C
IDUGUK,CC(C)c1ccccc1/N=C/c1cccc[c-]1->[Hg+2]<-[c-]1ccccc1/C=N/c1ccccc1C(C)C,C32 H32 Hg1 N2,0.0,CC(C)c1ccccc1N1=Cc2cccc[c-]2->[Hg+2]<-12<-[c-]1ccccc1C=N->2c1ccccc1C(C)C,CC(C)c1ccccc1N=Cc1cccc[c-]1->[Hg+2]<-[c-]1ccccc1C=Nc1ccccc1C(C)C,CC(C)c1ccccc1N=Cc1cccc[c-]1->[Hg+2]<-[c-]1ccccc1C=Nc1ccccc1C(C)C
IDUHEW,,C10 H12 N6 Ni1 O6,0.0,Nc1nccn2->[Ni+2]3(<-O)(<-O)(<-[O-]C(=O)c12)<-[O-]C(=O)c1c(N)nccn->31,Nc1nccn2->[Ni+2]3(<-O)(<-O)(<-[O-]C(=O)c12)<-[O-]C(=O)c1c(N)nccn->31,Nc1nccn2->[Ni+2]3(<-[O-]C(=O)c12)<-[O-]C(=O)c1c(N)nccn->31.O.O
IDUJUO,C/C1CC/C(C)=N2\N=C(\N)[S-]->[Ni@SP3+2]<-23<-[S-]/C(N)=N\N->3=1,C8 H14 N6 Ni1 S2,0.0,CC1CCC(C)=N2N=C(N)[S-]->[Ni+2]<-23<-[S-]C(N)=NN->3=1,CC1CCC(C)=N2N=C(N)[S-]->[Ni+2]<-23<-[S-]C(N)=NN->3=1,CC1CCC(C)=N2N=C(N)[S-]->[Ni+2]<-23<-[S-]C(N)=NN->3=1
IDUKEZ,C1=C/C2=C3/N4=N/C(SCc5ccccn5)=S->[Ni+2]<-3<-45(<-[S-]/C(=N\N->5=C\c3ccccn3)SCc3ccccn3)<-[N-]2C=C1,C26 H22 N8 Ni1 S4,0.0,C1c2ccccn2->[Ni+2]234(<-[S-]C(=NN->2=1)SCc1ccccn1)<-[S-]C(=NN->3=Cc1ccccn->41)SCc1ccccn1,C1=CC2=CN3=NC(SCc4ccccn4)=S->[Ni+2]<-345(<-S=C(N=N->4C=C3C=CC=C[N-]->53)SCc3ccccn3)<-[N-]2C=C1,C1=CC2=CN3=NC(SCc4ccccn4)=S->[Ni+2]<-345(<-S=C(N=N->4C=C3C=CC=C[N-]->53)SCc3ccccn3)<-[N-]2C=C1
IDULUQ,O=C1[O-]->[Pt+2]2(<-[O-]C(=O)C13CCC3)<-n1cccc3ccc4cccn->2c4c31,C18 H14 N2 O4 Pt1,0.0,O=C1[O-]->[Pt+2]2(<-[O-]C(=O)C13CCC3)<-n1cccc3ccc4cccn->2c4c31,O=C1[O-]->[Pt+2]2(<-[O-]C(=O)C13CCC3)<-n1cccc3ccc4cccn->2c4c31,O=C1[O-]->[Pt+2]2(<-[O-]C(=O)C13CCC3)<-n1cccc3ccc4cccn->2c4c31
IDUMIE,CCCS#C(C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C10 H10 Cr1 O5 S1,0.0,CCCS[C-2](C)->[Cr+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCCS#C(C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CCCS#C(C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
IDUMOL,CC#N->[Ru+2](<-[Cl-])(<-[Cl-])(<-N#CC)(<-N#CC)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C24 H24 Cl2 N3 P1 Ru1,0.0,CC#N->[Ru+2](<-[Cl-])(<-[Cl-])(<-N#CC)(<-N#CC)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[Ru+2](<-[Cl-])(<-[Cl-])(<-N#CC)(<-N#CC)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[Ru+2](<-[Cl-])(<-[Cl-])(<-N#CC)(<-N#CC)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
IDUMOM,,C25 H26 Cl1 Ir1 N3 1+,1.0,Cc12->[Ir+3]3456(<-[Cl-])(<-n7ccccc7Nc7ccccn->37)<-c1(-c1ccccc1)c->4(C)[c-]->5(C)c->62C,Cc12->[Ir+3]3456(<-[Cl-])(<-n7ccccc7Nc7ccccn->37)<-c1(C)c->4(C)[c-]->5(-c1ccccc1)c->62C,Cc12->[Ir+3]3456(<-[Cl-])(<-n7ccccc7Nc7ccccn->37)<-c1(C)c->4(C)[c-]->5(-c1ccccc1)c->62C
IDUPAA,O=S1(=O)[O-]->[Ni+2]23(<-[O-]1)(<-n1ccccc1-c1ccccn->21)<-n1ccccc1-c1ccccn->31,C20 H16 N4 Ni1 O4 S1,0.0,O=S1(=O)[O-]->[Ni+2]23(<-[O-]1)(<-n1ccccc1-c1ccccn->21)<-n1ccccc1-c1ccccn->31,O=S1(=O)[O-]->[Ni+2]23(<-[O-]1)(<-n1ccccc1-c1ccccn->21)<-n1ccccc1-c1ccccn->31,O=S1(=O)[O-]->[Ni+2]23(<-[O-]1)(<-n1ccccc1-c1ccccn->21)<-n1ccccc1-c1ccccn->31
IDUREH,O=C(/C=C/c1ccc(F)cc1)n1ccc2-c3ccccn3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21,C20 H12 Cl1 F1 N3 O4 Re1,0.0,O=C(C=Cc1ccc(F)cc1)n1ccc2-c3ccccn3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21,O=C(C=Cc1ccc(F)cc1)n1ccc2-c3ccccn3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21,O=C(C=Cc1ccc(F)cc1)n1ccc2-c3ccccn3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21
IDUROR,,C27 H23 Ag1 N3 O3 P1,0.0,Nc1ccc2ccccc2n1->[Ag+](<-[O-][N+](=O)[O-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Nc1ccc2ccccc2n1->[Ag+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])[O-],Nc1ccc2ccccc2n1->[Ag+]1(<-[O-][N+](=O)[O-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
IDUTAD,COC1=CC(=O->[Zn+2](<-[Cl-])(<-[Cl-])<-O=C2C=C(OC)C=C/C2=C(\C)NCc2ccccc2)/C(=C(/C)NCc2ccccc2)C=C1,C32 H34 Cl2 N2 O4 Zn1,0.0,COc1ccc(C(C)=[NH+]Cc2ccccc2)c([O-]->[Zn+2](<-[Cl-])(<-[Cl-])<-[O-]c2cc(OC)ccc2C(C)=[NH+]Cc2ccccc2)c1,COC1=CC(=O->[Zn+2](<-[Cl-])(<-[Cl-])<-O=C2C=C(OC)C=CC2=C(C)NCc2ccccc2)C(=C(C)NCc2ccccc2)C=C1,COC1=CC(=O->[Zn+2](<-[Cl-])(<-[Cl-])<-O=C2C=C(OC)C=CC2=C(C)NCc2ccccc2)C(=C(C)NCc2ccccc2)C=C1
IDUVEK,CC1=O->[Cd+2]2(<-O=C(C)[O-]->2)(<-[O-]1)<-n1ccccc1/C(C)=N/NC(=O)c1cc(O)c(O)c(O)c1,C18 H19 Cd1 N3 O8,0.0,fail,CC(=O)[O-]->[Cd+2]123(<-O=C(C)[O-]->1)<-O=C(NN->2=C(C)c1ccccn->31)c1cc(O)c(O)c(O)c1,CC1c2ccccn2->[Cd+2]23456(<-O=C(NN->2=1)c1cc(O)c(O)c(O)c1)(<-O=C->3(C)[O-]->4)<-O=C->5(C)[O-]->6
IDUVIM,Cn1ccn(C)c1=[Se]->[Zn+2](<-[Cl-])(<-[Cl-])<-[Se]=c1n(C)ccn1C,C10 H16 Cl2 N4 Se2 Zn1,0.0,Cn1ccn(C)c1=[Se]->[Zn+2](<-[Cl-])(<-[Cl-])<-[Se]=c1n(C)ccn1C,Cn1ccn(C)c1=[Se]->[Zn+2](<-[Cl-])(<-[Cl-])<-[Se]=c1n(C)ccn1C,Cn1ccn(C)c1=[Se]->[Zn+2](<-[Cl-])(<-[Cl-])<-[Se]=c1n(C)ccn1C
IDUXIQ,OCC/N1=C/c2cc(F)ccc2[O-]->[Ni+2]<-12<-[O-]c1ccc(F)cc1/C=N->2/CCO,C18 H18 F2 N2 Ni1 O4,0.0,Fc1ccc2[O-]->[Ni+2]345(<-[O-]c6ccc(F)cc6C=N->3CCO->4)<-OCCN->5=Cc2c1,Fc1ccc2[O-]->[Ni+2]345(<-[O-]c6ccc(F)cc6C=N->3CCO->4)<-OCCN->5=Cc2c1,OCCN1=Cc2cc(F)ccc2[O-]->[Ni+2]<-12<-[O-]c1ccc(F)cc1C=N->2CCO
IECANI,,C14 H14 N4 Ni1 O4,0.0,fail,CC(=[N-])C1C(C)=O->[Ni+4]2(<-O=C(C)C(C(C)=[N-])=C(C#N)[O-]->2)<-[O-]C=1C#N,CC(=[N-])C1C(C)=O->[Ni+2]2(<-O=C(C)C(C(C#N)=O->2)=C(C)N)<-[O-]C=1C#N
IFABAV,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)P1(->[Au+]<-[Cl-])Oc2cccc3c2C24c5c(cccc5O1)C[C@@H]2CCC[C@H]4C3,C36 H36 Au1 Cl1 N1 O2 P1,0.0,CC(c1ccccc1)N(C(C)c1ccccc1)P1(->[Au+]<-[Cl-])Oc2cccc3c2C24c5c(cccc5O1)CC2CCCC4C3,CC(c1ccccc1)N(C(C)c1ccccc1)P1(->[Au+]<-[Cl-])Oc2cccc3c2C24c5c(cccc5O1)CC2CCCC4C3,CC(c1ccccc1)N(C(C)c1ccccc1)P1(->[Au+]<-[Cl-])Oc2cccc3c2C24c5c(cccc5O1)CC2CCCC4C3
IFAFAW,CP(C)(C)->[Ni@OH4+2]1(<-[O-]C(=O)N(Cc2ccco2)[CH-]->1c1ccccc1)<-N(=C\c1ccccc1)/Cc1ccco1,C28 H31 N2 Ni1 O4 P1,0.0,CP(C)(C)->[Ni+2]1(<-[O-]C(=O)N(Cc2ccco2)[CH-]->1c1ccccc1)<-N(=Cc1ccccc1)Cc1ccco1,CP(C)(C)->[Ni+2]1(<-[O-]C(=O)N(Cc2ccco2)[CH-]->1c1ccccc1)<-N(=Cc1ccccc1)Cc1ccco1,CP(C)(C)->[Ni+2]1(<-[O-]C(=O)N(Cc2ccco2)[CH-]->1c1ccccc1)<-N(=Cc1ccccc1)Cc1ccco1
IFAFEA,CN(C)CCN1(C)CCN(C)(C)->[Ni@+2]<-12<-[O-]C(=O)N(Cc1ccco1)[CH-]->2c1ccccc1,C22 H34 N4 Ni1 O3,0.0,CN(C)CCN1(C)CCN(C)(C)->[Ni+2]<-12<-[O-]C(=O)N(Cc1ccco1)[CH-]->2c1ccccc1,CN(C)CCN1(C)CCN(C)(C)->[Ni+2]<-12<-[O-]C(=O)N(Cc1ccco1)[CH-]->2c1ccccc1,CN(C)CCN1(C)CCN(C)(C)->[Ni+2]<-12<-[O-]C(=O)N(Cc1ccco1)[CH-]->2c1ccccc1
IFAFON,COc1cccc2/C=N3/CCCN(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-N1=NN=N/C1=C1\C=CC=C[N-]->41,C18 H21 Co1 N10 O2,0.0,COc1cccc2C=N3CCCN(C)->[Co+3]<-34(<-[N-]=[N+]=[N-])(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41,COc1cccc2C=N3CCCN(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41,COc1cccc2C=N3CCCN(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41
IFAFUT,CCOc1cccc2/C=N3/CCCN(C)(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-N1=NN=N/C1=C1\C=CC=C[N-]->41,C20 H25 Co1 N10 O2,0.0,CCOc1cccc2C=N3CCCN(C)(C)->[Co+3]<-34(<-[N-]=[N+]=[N-])(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41,CCOc1cccc2C=N3CCCN(C)(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41,CCOc1cccc2C=N3CCCN(C)(C)->[Co+3]<-34(<-[N-2][N+]#N)(<-[O-]c21)<-n1ccccc1-c1nnn[n-]->41
IFAGIG,Cc1ccccc1P(->[Au+]<-[S-]c1ccccc1C(=O)O)(c1ccccc1C)c1ccccc1C,C28 H26 Au1 O2 P1 S1,0.0,fail,Cc1ccccc1P(->[Au+]<-[S-]c1ccccc1C(=O)O)(c1ccccc1C)c1ccccc1C,Cc1ccccc1P(->[Au+]<-[S-]c1ccccc1C(=O)O)(c1ccccc1C)c1ccccc1C
IFAHIJ,,C29 H38 N2 Ru1,0.0,Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)[C]1->[RuH3+]1234<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C,Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)[C]1->[RuH3+]1234<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C,Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)[C]1->[RuH3+]1234<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C
IFAJAB,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C36 H30 Cl2 P2 Pt1,0.0,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
IFALUW,Cc1cc(C)n2->[Re+5]34(<-[O-2])(<-[S-]CC[S-]->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41,C17 H26 B1 N6 O1 Re1 S2,0.0,Cc1cc(C)[n-]2->[Re+5]34(<-[O-2])(<-[S-]CC[S-]->3)<-[n-]3c(C)cc(C)[n+]3[BH-]([n+]12)[n+]1c(C)cc(C)[n-]->41,Cc1cc(C)n2->[Re+5]34(<-[O-2])(<-[S-]CC[S-]->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41,Cc1cc(C)n2->[Re+5]34(<-[O-2])(<-[S-]CC[S-]->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
IFAPAI,,C22 H26 Fe1 N4 O3,0.0,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Fe+2](<-[C-]#[O+])(<-[N-]=O)<-[N-]=O)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Fe+2](<-[C-]#[O+])(<-[N-]=O)<-[N-]=O)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Fe+2](<-[C-]#[O+])(<-[N-]=O)<-[N-]=O)c(C)c1
