IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
HEJVID,,C16 H20 Cl1 I1 N8 Pt1 S4 Si1,0.0,Cn1ccn2[Si]345(Cl)n6ccn(C)c6=S->[Pt+]<-3(<-[I-])(<-S=c12)(<-S=c1n(C)ccn14)<-S=c1n(C)ccn15,CN1C=C[N+]2=[Si]3(Cl)n4ccn(C)c4=S->[Pt+2]<-3(<-[I-])(<-S=C12)(<-[S-]c1nccn1C)<-[S-]c1nccn1C,CN1C=C[N+]2=[Si]3(Cl)n4ccn(C)c4=S->[Pt+2]<-3(<-[I-])(<-S=C12)(<-[S-]c1nccn1C)<-[S-]c1nccn1C
HEKFAH,,C26 H16 Cl4 N2 Ni1 S2,0.0,Clc1cc(Cl)cc(C2C(c3cc(Cl)cc(Cl)c3)N3=C4C=CC=CC4=S->[Ni]<-34<-S=C3C=CC=CC3=N->42)c1,Clc1cc(Cl)cc(C2C(c3cc(Cl)cc(Cl)c3)[N-]3c4ccccc4[S-]->[Ni+2]<-34<-S=C3C=CC=CC3=N->42)c1,Clc1cc(Cl)cc(C2C(c3cc(Cl)cc(Cl)c3)[N-]3c4ccccc4[S-]->[Ni+2]<-34<-S=C3C=CC=CC3=N->42)c1
HELWUQ,[O+]#[C-]->[Ru+2]123(<-[S-]c4ccccc4S->1c1ccccc1S->2c1ccccc1[S-]->3)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C37 H27 O1 P1 Ru1 S4,0.0,fail,[O+]#[C-]->[Ru]123(<-S=C4C=CC=CC4=S->1=C1C=CC=CC1=S->2=C1C=CC=CC1=S->3)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Ru]123(<-S=C4C=CC=CC4=S->1=C1C=CC=CC1=S->2=C1C=CC=CC1=S->3)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
HEPFUE,,C14 H14 Cu1 F6 N2 O2 P1,0.0,COC(=O)C1=C->[Cu]<-12(<-F[PH](F)(F)(F)(F)F)<-n1ccccc1-c1ccccn->21,COC(=O)C1->[Cu+]2(<-C=1)<-n1ccccc1-c1ccccn->21.FP(F)(F)(F)F.[F-],COC(=O)C1->[Cu+]2(<-C=1)<-n1ccccc1-c1ccccn->21.FP(F)(F)(F)F.[F-]
HEQBIR,N\C1[O-]->[Co+3]23(<-[O-]c4ccccc4/C=N->2/N->3=1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,C23 H22 Co1 N6 O2 1+,1.0,NC1=NN2=Cc3ccccc3[O-]->[Co+3]<-2(<-[O-]1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,NC1=NN2=Cc3ccccc3[O-]->[Co+3]<-2(<-[O-]1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,NC1=NN2=Cc3ccccc3[O-]->[Co+3]<-2(<-[O-]1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1
HERRAX,CC1(C)[C@@H]2C[C@H]1C13=C->[W+4]<-14567(<-[C-]#[O+])(<-[C-]#[O+])(<-C=C->41[C@@H]4C[C@H](C[C-]->51[O-]->6)C4(C)C)<-[O-][C-]->73C2,C22 H28 O4 W1,0.0,fail,CC1(C)C2CC1C13=C->[W+4]<-14567(<-[C-]#[O+])(<-[C-]#[O+])(<-C=C->41C4CC(C[C-]->51[O-]->6)C4(C)C)<-[O-][C-]->73C2,CC1(C)C2CC1C13=C->[W+4]<-14567(<-[C-]#[O+])(<-[C-]#[O+])(<-C=C->41C4CC(C[C-]->51[O-]->6)C4(C)C)<-[O-][C-]->73C2
HESPOK,O=[N+]([O-])c1ccc2[O-]->[Zn@@+2]34<-NCCN(CC/N->3=C/c3ccccc3[O-]->4)Cc2c1,C18 H20 N4 O4 Zn1,0.0,O=[N+]([O-])c1ccc2[O-]->[Zn+2]345<-NCCN->3(CCN->4=Cc3ccccc3[O-]->5)Cc2c1,O=[N+]([O-])c1ccc2[O-]->[Zn+2]345<-NCCN->3(CCN->4=Cc3ccccc3[O-]->5)Cc2c1,O=[N+]([O-])c1ccc2[O-]->[Zn+2]345<-NCCN->3(CCN->4=Cc3ccccc3[O-]->5)Cc2c1
HETNEZ,Cc12->[Ru+4]3456789(<-[Br-])(<-[C-]%10=C->3C->4=[C-]->5C->6%10=O)<-c1(C)c->7(C)[c-]->8(C)c->92C,C15 H19 Br1 O1 Ru1,0.0,Cc12->[Ru+2]345678(<-[Br-])(<-C9=C->3C->4=C->5C9=O)<-c1(C)c->6(C)[c-]->7(C)c->82C,Cc12->[Ru+4]3456789(<-[Br-])(<-c%10c->3c->4(=O)[cH-]->5[cH-]->6%10)<-c1(C)c->7(C)[c-]->8(C)c->92C,Cc12->[Ru+4]345678(<-[Br-])(<-c9c(=O)[cH-]->3[cH-]->4c->59)<-c1(C)c->6(C)[c-]->7(C)c->82C
HEVLAW,CC(C)(C)n1ccn([B-]234[H]->[Fe+2]<-2(<-[Cl-])(<-S=c2n(C(C)(C)C)ccn23)(<-S=c2n(C(C)(C)C)ccn24)<-n2ccccc2)c1=S,C26 H39 B1 Cl1 Fe1 N7 S3,0.0,CC(C)(C)n1ccn([B-]23[H]->[Fe+2](<-[Cl-])(<-S=c4n2ccn4C(C)(C)C)(<-S=c2n3ccn2C(C)(C)C)<-n2ccccc2)c1=S,CC(C)(C)n1ccn([BH-]2n3ccn(C(C)(C)C)c3=S->[Fe+2](<-[Cl-])(<-S=c3n2ccn3C(C)(C)C)<-n2ccccc2)c1=S,CC(C)(C)n1ccn([BH-]2n3ccn(C(C)(C)C)c3=S->[Fe+2](<-[Cl-])(<-S=c3n2ccn3C(C)(C)C)<-n2ccccc2)c1=S
HEXBAP,CC#N->[Ru+2]12(<-[c-]3ccccc3)(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)<-P12OCC(C)(CO1)O2,C21 H25 B1 N7 O3 P1 Ru1,0.0,CC#N->[Ru+2]12(<-[c-]3ccccc3)(<-[n-]3ccc[n+]3[BH-]([n+]3ccc[n-]->13)[n+]1ccc[n-]->21)<-P12OCC(C)(CO1)O2,CC#N->[Ru+2]12(<-[c-]3ccccc3)(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)<-P12OCC(C)(CO1)O2,CC#N->[Ru+2]12(<-[c-]3ccccc3)(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)<-P12OCC(C)(CO1)O2
HEYDIB,CCOC(=O)C/N1=C(\c2ccccc2)c2cccc[c-]2->[Rh+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,C27 H31 Cl1 N1 O2 Rh1,0.0,CCOC(=O)CN1=C(c2ccccc2)c2cccc[c-]2->[Rh+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCOC(=O)CN1=C(c2ccccc2)c2cccc[c-]2->[Rh+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCOC(=O)CN1=C(c2ccccc2)c2cccc[c-]2->[Rh+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
HEYYOB,,C39 H33 N2 P2 Pt1 1+,1.0,c1ccc(P2(c3ccccc3)c3ccccc3N3CCN4c5ccccc5P(c5ccccc5)(c5ccccc5)->[PtH+]<-2<-[C]34)cc1,c1ccc(P2(c3ccccc3)c3ccccc3N3CCN4c5ccccc5P(c5ccccc5)(c5ccccc5)->[PtH+]<-2<-[C]34)cc1,c1ccc(P2(c3ccccc3)c3ccccc3N3CCN4c5ccccc5P(c5ccccc5)(c5ccccc5)->[PtH+]<-2<-[C]34)cc1
HEZVAM,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru@TB5+4]2(<-[Cl-])(<-[Cl-])<-[CH-]=C3C=C[CH-]C=C3O->2C2CCCCC2)c(C)c1,C34 H42 Cl2 N2 O1 Ru1,0.0,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+4]2(<-[Cl-])(<-[Cl-])<-[CH-2]c3ccccc3O->2C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+2]2(<-[Cl-])(<-[Cl-])<-[CH]c3ccccc3O->2C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+2]2(<-[Cl-])(<-[Cl-])<-[CH]c3ccccc3O->2C2CCCCC2)c(C)c1
HIBVIY,,C18 H30 N6 O6 Zn1,0.0,CCC1(CC)C(=O)NC(=O)[N-](->[Zn+2]2(<-NCCN->2)<-[N-]2C(=O)NC(=O)C(CC)(CC)C2=O)C1=O,CCC1(CC)C(=O)NC(=O)[N-](->[Zn+2]2(<-NCCN->2)<-[N-]2C(=O)NC(=O)C(CC)(CC)C2=O)C1=O,CCC1(CC)C(=O)NC(=O)N2->[Zn+2]34(<-NCCN->3)(<-[O-]C=21)<-[O-]C1=N->4C(=O)NC(=O)C1(CC)CC
HICLIO,C=CCC1=O->[Cu+](<-[O-]1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C40 H35 Cu1 O2 P2,0.0,fail,C=CCC12=O->[Cu+]<-1(<-[O-]2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CCC12=O->[Cu+]<-1(<-[O-]2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
HIDGIL,CC12c3ccccn3->[Fe+2]<-134(<-[N-]=C=S)(<-[N-]=C=S)<-N=2CCC/N->3=C/c1c[nH]c(-c2ccccc2)n->41,C22 H21 Fe1 N7 S2,0.0,CC1c2ccccn2->[Fe+2]23(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc4c[nH]c(-c5ccccc5)n->24)CCCN->3=1,CC1c2ccccn2->[Fe+2]23(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc4c[nH]c(-c5ccccc5)n->24)CCCN->3=1,CC1c2ccccn2->[Fe+2]23(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc4c[nH]c(-c5ccccc5)n->24)CCCN->3=1
HIFHUA,CCc1c2/c3[n-]4->[Pd@SP3+2]5(<-[N-]6\C=3[C+](CCCC2)[C+](CC)[C-]6[CH-][C+]2[C+](C)[C+](C)[C-](C)[N-]->52)<-[n-]2c(C)c(C)c(C)c2/C=c/14,C32 H38 N4 Pd1,0.0,CCc1c2c3[n-]4->[Pd+2]5(<-N6=C(C)C(C)=C(C)C6=Cc14)<-N1=C(C)C(C)=C(C)C1=Cc1c(CC)c(c-3[n-]->51)CCCC2,CCc1c2c3[n-]4->[Pd+4]5(<-[n-]6c(C)c(C)c(C)c6C=c14)<-[n-]1c(C)c(C)c(C)c1C=c1c(CC)c(c=3[n-]->51)CCCC2,CCc1c2c3[n-]4->[Pd+4]5(<-[n-]6c(C)c(C)c(C)c6C=c14)<-[n-]1c(C)c(C)c(C)c1C=c1c(CC)c(c=3[n-]->51)CCCC2
HIGFUB,,C32 H40 Cl2 N2 O1 Ru1,0.0,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+4]2(<-[Cl-])(<-[Cl-])<-[CH-2]c3ccccc3O->2CC(C)C)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+2]2(<-[Cl-])(<-[Cl-])<-[CH]c3ccccc3O->2CC(C)C)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+2]2(<-[Cl-])(<-[Cl-])<-[CH]c3ccccc3O->2CC(C)C)c(C)c1
HIGPUI,[Cl-]->[Co+3]12(<-n3ccccc3)(<-n3ccccc3)<-[N-]([CH+][C+]3[CH+][CH+][CH-][N-]->13)[N-][CH-]c1ccc[n-]->21,C20 H18 Cl1 Co1 N6,0.0,[Cl-]->[Co+3]12(<-N(=Cc3ccc[n-]->13)N=Cc1ccc[n-]->21)(<-n1ccccc1)<-n1ccccc1,[Cl-]->[Co+3]12(<-N3=CC=CC3=C[N-]->1[N-][CH-][C+]1[CH-][CH+][CH+][N-]->21)(<-n1ccccc1)<-n1ccccc1,[Cl-]->[Co+3]12(<-N3=CC=CC3=C[N-]->1[N-][CH-][C+]1[CH-][CH+][CH+][N-]->21)(<-n1ccccc1)<-n1ccccc1
HIJHAM,,C27 H36 Cu1 N5,0.0,CC(C)N(C1=C(N(C(C)C)C(C)C)[C-2]1->[Cu+3]1<-n2ccccc2-c2nc3ccccc3[n-]->12)C(C)C,CC(C)N(C1=C(->[Cu+]2<-N3=c4ccccc4=NC3=C3C=CC=C[N-]->23)=C1N(C(C)C)C(C)C)C(C)C,CC(C)N(C1=C(->[Cu+]2<-N3=c4ccccc4=NC3=C3C=CC=C[N-]->23)=C1N(C(C)C)C(C)C)C(C)C
HIJSAU,O=Cc1ccccn1->[Zn+2](<-[Br-])(<-[Br-])<-n1ccccc1C=O,C12 H10 Br2 N2 O2 Zn1,0.0,[Br-]->[Zn+2]12(<-[Br-])(<-O=Cc3ccccn->13)<-O=Cc1ccccn->21,O=Cc1ccccn1->[Zn+2](<-[Br-])(<-[Br-])<-n1ccccc1C=O,O=Cc1ccccn1->[Zn+2](<-[Br-])(<-[Br-])<-n1ccccc1C=O
HIJVUR,,C29 H25 Hf1 N1,0.0,Cc1cccc(C)c1N=[C-]1c2cccc3ccc[c-](->[Hf+4]<-1456789%10%11(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111)c23,Cc1cccc(C)c1N=C1=c2cccc3c2=C(->[Hf+2]<-12456789%10(<-c1c->2c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101)=CC=C3,Cc1cccc(C)c1N=C1=c2cccc3c2=C(->[Hf+2]<-12456789%10(<-c1c->2c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101)=CC=C3
HIKKUK,,C20 H23 N2 O2 Ru1 1+,1.0,Cc12->[Ru+4]34567(<-[O-][O-]->3)(<-n3ccccc3-c3ccccn->43)<-c1(C)c->5(C)[c-]->6(C)c->72C,Cc12->[Ru+4]34567(<-[O-][O-]->3)(<-n3ccccc3-c3ccccn->43)<-c1(C)c->5(C)[c-]->6(C)c->72C,Cc12->[Ru+4]34567(<-[O-][O-]->3)(<-n3ccccc3-c3ccccn->43)<-c1(C)c->5(C)[c-]->6(C)c->72C
HILPIE,,C29 H35 Cl2 Hf1 N3,0.0,CCc1cccc(CC)c1N1=C(C)c2cccc3C(C)=N(c4c(CC)cccc4CC)->[Hf+2]<-1(<-[Cl-])(<-[Cl-])<-n23,CCc1cccc(CC)c1N1=C(C)c2cccc3C(C)=N(c4c(CC)cccc4CC)->[Hf+2]<-1(<-[Cl-])(<-[Cl-])<-n23,CCc1cccc(CC)c1[N-]1[C-](C)[c+]2[cH-][cH-][cH-][c-]3[C-](C)[N-]([c+]4[c+](CC)[cH+][cH+][cH-][c+]4CC)->[Hf+6]<-1(<-[Cl-])(<-[Cl-])<-[n-]23
HIMREA,CCN(CC)/C1=C2/C3=C\C=N(\S([O-])([O-])C(F)(F)F)->[Fe+2]<-3<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C13 H15 F3 Fe1 N2 O5 S1,0.0,fail,CCN(C=C1C2=CC=N(S(=O)(=O)C(F)(F)F)->[Fe]<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])CC,CCN(C=C1C2=CC=N(S(=O)(=O)C(F)(F)F)->[Fe]<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])CC
HINJEW,CC(C)(C)N/C1[O-]->[Mo+6]2(<-[O-2])(<-[O-2])(<-O=C3C=CC=C\C=13)<-O=C1C=CC=C/C1=C(/NC(C)(C)C)[O-]->2,C22 H28 Mo1 N2 O6,0.0,CC(C)(C)NC1=O->[Mo+6]2(<-[O-2])(<-[O-2])(<-O=C(NC(C)(C)C)c3ccccc3[O-]->2)<-[O-]c2ccccc21,CC(C)(C)NC1[O-]->[Mo+6]2(<-[O-2])(<-[O-2])(<-O=C3C=CC=CC=13)<-O=C1C=CC=CC1=C(NC(C)(C)C)[O-]->2,CC(C)(C)NC1[O-]->[Mo+6]2(<-[O-2])(<-[O-2])(<-O=C3C=CC=CC=13)<-O=C1C=CC=CC1=C(NC(C)(C)C)[O-]->2
HINVIJ,CN12CCN3(C)c4ccccc4[O-]->[W+6]<-1<-3(<-[O-2])(<-[O-2])<-[O-]c1ccccc12,C16 H18 N2 O4 W1,0.0,CN12CCN3(C)c4ccccc4[O-]->[W+6]<-1<-3(<-[O-2])(<-[O-2])<-[O-]c1ccccc12,CN12CCN3(C)c4ccccc4[O-]->[W+6]<-1<-3(<-[O-2])(<-[O-2])<-[O-]c1ccccc12,CN12CCN3(C)c4ccccc4[O-]->[W+6]<-1<-3(<-[O-2])(<-[O-2])<-[O-]c1ccccc12
HIPFAN,CC/C1=N/[C@H]2CCCC[C@@H]2/N2=C(\CC)c3ccccc3[O-]->[Ti+4]<-2(<-[Cl-])(<-[Cl-])<-[O-]c2ccccc21,C24 H28 Cl2 N2 O2 Ti1,0.0,CCC1c2ccccc2[O-]->[Ti+4]23(<-[Cl-])(<-[Cl-])<-[O-]c4ccccc4C(CC)=N->2C2CCCCC2N->3=1,CCC1c2ccccc2[O-]->[Ti+4]23(<-[Cl-])(<-[Cl-])<-[O-]c4ccccc4C(CC)=N->2C2CCCCC2N->3=1,CCC1c2ccccc2[O-]->[Ti+4]23(<-[Cl-])(<-[Cl-])<-[O-]c4ccccc4C(CC)=N->2C2CCCCC2N->3=1
HIQDUG,C/C1=C/C(C)=N2/N=C(\[O-]->[V+5]<-23(<-[O-2])(<-O=C(c2ccccc2)N([O-]->3)c2ccccc2)<-[O-]1)c1ccccc1,C25 H22 N3 O5 V1,0.0,CC1=CC(C)=N2N=C([O-]->[V+5]<-23(<-[O-2])(<-O=C(c2ccccc2)N([O-]->3)c2ccccc2)<-[O-]1)c1ccccc1,CC1=CC(C)=N2N=C([O-]->[V+5]<-23(<-[O-2])(<-O=C(c2ccccc2)N([O-]->3)c2ccccc2)<-[O-]1)c1ccccc1,CC1=CC(C)=N2N=C([O-]->[V+5]<-23(<-[O-2])(<-O=C(c2ccccc2)N([O-]->3)c2ccccc2)<-[O-]1)c1ccccc1
HIQTEH,,C20 H26 Cd1 N2 O6,0.0,O=C1CN2(CCN3(CC(=O)[O-]->[Cd+2]<-2<-3(<-O)(<-O)<-[O-]1)Cc1ccccc1)Cc1ccccc1,O=C1CN2(CCN3(CC(=O)[O-]->[Cd+2]<-2<-3(<-O)(<-O)<-[O-]1)Cc1ccccc1)Cc1ccccc1,O.O=C1CN2(Cc3ccccc3)->[Cd+2]3(<-O)(<-[O-]1)<-[O-]C(=O)CN->3(Cc1ccccc1)CC2
HISHEZ,CC(C)[N-](C(C)C)->[Cr+4]12(<-[H]C->1(C)(C)[N-]->2C(C)C)<-[N-]=P(N1CCCC1)(N1CCCC1)N1CCCC1,C24 H52 Cr1 N6 P1 1+,1.0,CC(C)[N-](C(C)C)->[Cr+6](<-[N-3])(<-[N-](C(C)C)C(C)C)<-P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)[N-](C(C)C)->[Cr+6](<-[N-3])(<-[N-](C(C)C)C(C)C)<-P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)[N-](C(C)C)->[Cr+4](<-[N-]=P(N1CCCC1)(N1CCCC1)N1CCCC1)<-[N-](C(C)C)C(C)C
HISRAF,CCP(=[N-]->[Cr+4]12(<-[H]C->1(C)(C)[N-]->2C(C)C)<-[N-](C(C)C)C(C)C)(c1ccccc1)c1ccccc1,C26 H43 Cr1 N3 P1 1+,1.0,CCP(c1ccccc1)(c1ccccc1)->[Cr+6](<-[N-3])(<-[N-](C(C)C)C(C)C)<-[N-](C(C)C)C(C)C,CCP(c1ccccc1)(c1ccccc1)->[Cr+6](<-[N-3])(<-[N-](C(C)C)C(C)C)<-[N-](C(C)C)C(C)C,CCP(=[N-]->[Cr+4](<-[N-](C(C)C)C(C)C)<-[N-](C(C)C)C(C)C)(c1ccccc1)c1ccccc1
HISYIR,C[C@H]1C(=O)[O-]->[Ru+2]23456(<-[Cl-])(<-c7(C)c->2(C)c->3(C)c->4(C)c->5(C)c->67C)<-[S@]1(=O)c1ccccc1,C21 H27 Cl1 O3 Ru1 S1,0.0,CC1C(=O)[O-]->[Ru+2]23456(<-[Cl-])(<-c7(C)c->2(C)c->3(C)c->4(C)c->5(C)c->67C)<-S1(=O)c1ccccc1,CC1C(=O)[O-]->[Ru+2]23456(<-[Cl-])(<-c7(C)c->2(C)c->3(C)c->4(C)c->5(C)c->67C)<-S1(=O)c1ccccc1,CC1C(=O)[O-]->[Ru+2]23456(<-[Cl-])(<-c7(C)c->2(C)c->3(C)c->4(C)c->5(C)c->67C)<-S1(=O)c1ccccc1
HIVYAM,,C18 H44 Br2 N1 O1 P2 Re1,0.0,CC(C)P(C(C)C)(C(C)C)->[Re+3]1(<-[Br-])(<-[Br-])(<-[H][H]->1)(<-[N-]=O)<-P(C(C)C)(C(C)C)C(C)C,CC(C)P(C(C)C)(C(C)C)->[ReH2+3](<-[Br-])(<-[Br-])(<-[N-]=O)<-P(C(C)C)(C(C)C)C(C)C,CC(C)P(C(C)C)(C(C)C)->[Re+3](<-[Br-])(<-[Br-])(<-[N-]=O)<-P(C(C)C)(C(C)C)C(C)C.[H][H]
HIWKEG,COc1ccc2/C=N3/N=C(\[O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c2c1)<-OC)c1ccccc1N,C16 H17 Mo1 N3 O6,0.0,COc1ccc2C=N3N=C([O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c2c1)<-OC)c1ccccc1N,COc1ccc2C=N3N=C([O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c2c1)<-OC)c1ccccc1N,CO.COc1ccc2c(c1)[O-]->[Mo+6]1(<-[O-2])(<-[O-2])<-[O-]C(c3ccccc3N)=NN->1=C2
HIXCAS,,C14 H15 N2 O2 Pt1 1+,1.0,C[C](O)->[Pt+2]1(<-[C-](C)=O)<-n2ccccc2-c2ccccn->12,C[C](O)->[Pt+2]1(<-[C-](C)=O)<-n2ccccc2-c2ccccn->12,C[C](O)->[Pt+2]1(<-[C-](C)=O)<-n2ccccc2-c2ccccn->12
HIXZIY,CN1c2ccccc2C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1/CC/C->2=C->3\CC\4,C35 H35 Cl1 N1 P1 Rh1,0.0,Cn1c2ccccc2c(=P(c2ccccc2)(c2ccccc2)c2ccccc2)[cH-]1->[Rh+2]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,CN1c2ccccc2C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,CN1c2ccccc2C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4
HMAPNI,CC1=C/C2=C(\C)[O-]->[Ni+2]3(<-O=C2C=C1)<-O=C1C=CC(C)=C/C1=C(\C)[O-]->3,C18 H18 Ni1 O4,0.0,CC1=O->[Ni+2]2(<-O=C(C)c3cc(C)ccc3[O-]->2)<-[O-]c2ccc(C)cc21,CC1=CC2=C(C)[O-]->[Ni+2]3(<-O=C2C=C1)<-O=C1C=CC(C)=CC1=C(C)[O-]->3,CC1=CC2=C(C)[O-]->[Ni+2]3(<-O=C2C=C1)<-O=C1C=CC(C)=CC1=C(C)[O-]->3
HOBJUE,CC1(C)=C2[C-]3(C)[O-]->[Nb+5]<-2<-1<-34567(<-[Cl-])(<-[Cl-])<-c1c->4c->5[c-]->6([Si](C)(C)Cl)c->71,C13 H20 Cl3 Nb1 O1 Si1,0.0,CC12O->[Nb+3]<-134567(<-[Cl-])(<-[Cl-])(<-C=2C->3(C)C)<-c1c->4c->5([Si](C)(C)Cl)c->6[cH-]->71,CC1(C)=C2[C-]3(C)[O-]->[Nb+5]<-2<-1<-34567(<-[Cl-])(<-[Cl-])<-c1c->4c->5[c-]->6([Si](C)(C)Cl)c->71,CC1(C)=C2[C-]3(C)[O-]->[Nb+5]<-2<-1<-34567(<-[Cl-])(<-[Cl-])<-c1c->4c->5[c-]->6([Si](C)(C)Cl)c->71
HOBQOF,C/C1=N(\c2ccc(C#N)cc2)->[Fe+2]234(<-[Cl-])(<-[Cl-])<-N(=C(/C)c->25cccc->31n->45)/c1c(C)cc(Br)cc1C,C24 H21 Br1 Cl2 Fe1 N4,0.0,CC1c2cccc3C(C)=N(c4c(C)cc(Br)cc4C)->[Fe+2](<-[Cl-])(<-[Cl-])(<-N=1c1ccc(C#N)cc1)<-n23,CC1c2cccc3C(C)=N(c4c(C)cc(Br)cc4C)->[Fe+2](<-[Cl-])(<-[Cl-])(<-N=1c1ccc(C#N)cc1)<-n23,CC1c2cccc3C(C)=N(c4c(C)cc(Br)cc4C)->[Fe+2](<-[Cl-])(<-[Cl-])(<-N=1c1ccc(C#N)cc1)<-n23
HOCLOA,,C10 H14 Cd1 I2 N4 S1,0.0,CC1c2ccccn2->[Cd+2]2(<-[I-])(<-[I-])<-S=C(NN->2=1)N(C)C,CC1c2ccccn2->[Cd+2]2(<-[I-])(<-[I-])<-S=C(NN->2=1)N(C)C,CC1=NNC(=S->[Cd+2](<-[I-])(<-[I-])<-n2ccccc21)N(C)C
HOFKOF,CCOc1cccc2/C=N3/N=C(\[O-]->[V+5]<-34(<-[O-2])(<-O=c3ccoc(CC)c3[O-]->4)<-[O-]c21)c1cccc(C)c1,C24 H23 N2 O7 V1,0.0,CCOc1cccc2C=N3N=C([O-]->[V+5]<-34(<-[O-2])(<-O=c3ccoc(CC)c3[O-]->4)<-[O-]c21)c1cccc(C)c1,CCOc1cccc2C=N3N=C([O-]->[V+5]<-34(<-[O-2])(<-O=c3ccoc(CC)c3[O-]->4)<-[O-]c21)c1cccc(C)c1,CCOc1cccc2C=N3N=C([O-]->[V+5]<-34(<-[O-2])(<-O=c3ccoc(CC)c3[O-]->4)<-[O-]c21)c1cccc(C)c1
HOGQEZ,,C24 H26 Fe1 N6 O4 1+,1.0,COc1ccc2[O-]->[Fe+3]34(<-[O-]c5ccc(OC)cc5C=N->3CCN->4=Cc2c1)(<-n1cc[nH]c1)<-n1cc[nH]c1,COc1ccc2[O-]->[Fe+4]34(<-[O-]c5ccc(OC)cc5C=N->3CCN->4=Cc2c1)(<-n1[c-]c[nH]c1)<-n1cc[nH]c1,COc1ccc2[O-]->[Fe+4]34(<-[O-]c5ccc(OC)cc5C=N->3C[CH-]N->4=Cc2c1)(<-n1cc[nH]c1)<-n1cc[nH]c1
