IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
DISDAK,CN1C(=O)/C(=N2/N=C(/NC3CCCCC3)[S-]->[Cd+2]<-23<-[S-]/C(=N\N->3=C2\C(=O)N(C)c3ccccc32)NC2CCCCC2)c2ccccc21,C32 H38 Cd1 N8 O2 S2,0.0,CN1C2=O->[Cd+2]345(<-O=C6C(=N->3N=C(NC3CCCCC3)[S-]->4)c3ccccc3N6C)<-[S-]C(=NN->5=C2c2ccccc21)NC1CCCCC1,Cn1c2[O-]->[Cd+2]345(<-[O-]c6c(N->3=NC(NC3CCCCC3)=S->4)c3ccccc3n6C)<-S=C(N=N->5c2c2ccccc21)NC1CCCCC1,Cn1c2[O-]->[Cd+2]345(<-[O-]c6c(N->3=NC(NC3CCCCC3)=S->4)c3ccccc3n6C)<-S=C(N=N->5c2c2ccccc21)NC1CCCCC1
DISWAE,C/C1c2ccccc2[O-]->[Pt@OH17+2]2(<-[Cl-])<-N=1\CC[Se]->2c1ccccc1,C16 H16 Cl1 N1 O1 Pt1 Se1,0.0,CC1c2ccccc2[O-]->[Pt+2]2(<-[Cl-])<-N=1CC[Se]->2c1ccccc1,[CH2-]CN1=C(C)c2ccccc2[O-]->[Pt+4]<-1(<-[Cl-])<-[Se-]c1ccccc1,[CH2-]CN1=C(C)c2ccccc2[O-]->[Pt+4]<-1(<-[Cl-])<-[Se-]c1ccccc1
DITSAB,Cc1cccc(C)c1N1CCN(c2c(C)cccc2C)[C]1->[Ru+4](<-[Cl-])(<-[Cl-])(<-[CH-]=C1C=C[CH-]C=C1)<-n1ccccc1C,C32 H35 Cl2 N3 Ru1,0.0,Cc1cccc(C)c1N1CCN(c2c(C)cccc2C)[C]1->[Ru+4](<-[Cl-])(<-[Cl-])(<-[CH-2]c1ccccc1)<-n1ccccc1C,Cc1cccc(C)c1N1CCN(c2c(C)cccc2C)[C]1->[Ru+2](<-[Cl-])(<-[Cl-])(<-[CH]c1ccccc1)<-n1ccccc1C,Cc1cccc(C)c1N1CCN(c2c(C)cccc2C)[C]1->[Ru+2](<-[Cl-])(<-[Cl-])(<-[CH]c1ccccc1)<-n1ccccc1C
DIWWIP,c1ccc2[Se]3c4ccccc4[O-]->[Co+3]<-345(<-[O-]c2c1)<-[O-]c1ccccc1[Se]->4c1ccccc1[O-]->5,C24 H16 Co1 O4 Se2 1-,-1.0,c1ccc2[Se]3c4ccccc4[O-]->[Co+3]<-345(<-[O-]c2c1)<-[O-]c1ccccc1[Se]->4c1ccccc1[O-]->5,[c-]1ccccc1[O-]->[Co+7]12(<-[O-]c3[c-]cccc3)(<-[O-]c3ccccc3[Se-]->1)<-[O-]c1ccccc1[Se-]->2,[c-]1ccccc1[O-]->[Co+7]12(<-[O-]c3[c-]cccc3)(<-[O-]c3ccccc3[Se-]->1)<-[O-]c1ccccc1[Se-]->2
DIYJEC,,C21 H14 Br1 N4 O3 Re1,0.0,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2n(Cc3ccccn3)c3ccccc3n->12,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2n(Cc3ccccn3)c3ccccc3n->12,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2n(Cc3ccccn3)c3ccccc3n->12
DIYXIS,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N(=N\c2ccccn->12)/c1ccc(Cl)cc1,C11 H8 Cl4 N3 O1 Re1,0.0,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N(=Nc2ccccn->12)c1ccc(Cl)cc1,[O-2]->[Re+7]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-](N=c2cccc[n-]->12)c1ccc(Cl)cc1,[O-2]->[Re+7]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-](N=c2cccc[n-]->12)c1ccc(Cl)cc1
DIZLUT,C/C1[S-]->[Mo+4]2(<-[C-]#[O+])(<-[S-]/C=1C)(<-[S-]/C(C)=C(\C)[S-]->2)<-[S-]c1ccccc1,C15 H17 Mo1 O1 S5 1-,-1.0,fail,CC1=S->[Mo]2(<-[C-]#[O+])(<-S=C1C)(<-S=C(C)C(C)=S->2)<-[S-]c1ccccc1,CC1=S->[Mo]2(<-[C-]#[O+])(<-S=C1C)(<-S=C(C)C(C)=S->2)<-[S-]c1ccccc1
DIZYAN,C\C1c2cccc[c-]2->[Pd@SP2+2]2(<-[S-]/C(N)=N\N->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C27 H24 N3 P1 Pd1 S1,0.0,CC1c2cccc[c-]2->[Pd+2]2(<-[S-]C(N)=NN->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC1c2cccc[c-]2->[Pd+2]2(<-[S-]C(N)=NN->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC1c2cccc[c-]2->[Pd+2]2(<-[S-]C(N)=NN->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
DOCCON,,C32 H20 O4 Ru1,0.0,O=C1C2(c3ccccc3)->[Ru]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1(c1ccccc1)=C->3(c1ccccc1)C->4=2c1ccccc1,O=c12->[Ru+2]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(-c6ccccc6)(c->3(-c3ccccc3)[c-]->41-c1ccccc1)[c-]->52-c1ccccc1,O=c12->[Ru+2]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(-c6ccccc6)(c->3(-c3ccccc3)[c-]->41-c1ccccc1)[c-]->52-c1ccccc1
DOCWUO,,C21 H23 N1 Ni1 O6,0.0,CO->[Ni+2]12(<-O)(<-O)<-[O-]C(=O)C(Cc3ccccc3)N->1=Cc1c([O-]->2)ccc2ccccc12,CO->[Ni+2]12(<-O)(<-O)<-[O-]C(=O)C(Cc3ccccc3)N->1=Cc1c([O-]->2)ccc2ccccc12,CO.O.O=C1[O-]->[Ni+2]2(<-O)<-[O-]c3ccc4ccccc4c3C=N->2C1Cc1ccccc1
DODXEA,Cc12->[Ti+4]34567(<-[Cl-])(<-[O-]CCN->3(C)CC[O-]->4)<-c1(C)c->5(C)[c-]->6(C)c->72C,C15 H26 Cl1 N1 O2 Ti1,0.0,Cc12->[Ti+4]34567(<-[Cl-])(<-[O-]CCN->3(C)CC[O-]->4)<-c1(C)c->5(C)[c-]->6(C)c->72C,Cc12->[Ti+4]34567(<-[Cl-])(<-[O-]CCN->3(C)CC[O-]->4)<-c1(C)c->5(C)[c-]->6(C)c->72C,CN1CC[O-]->[Ti+4]2345(<-[Cl-])(<-[O-]CC1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
DOFFAH,,C21 H32 B1 F3 N6 P1 Rh1,0.0,Cc1cc(C)[n-]2->[Rh+]34(<-C#C->3C(F)(F)F)(<-[n-]3c(C)cc(C)[n+]3[BH-]([n+]12)[n+]1c(C)cc(C)[n-]->41)<-P(C)(C)C,Cc1cc(C)n2->[Rh+]34(<-C#C->3C(F)(F)F)(<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41)<-P(C)(C)C,Cc1cc(C)n2->[Rh+]34(<-C#C->3C(F)(F)F)(<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41)<-P(C)(C)C
DOFPOF,,C21 H30 O3 P1 Y1,0.0,CCOP(CC)(OCC)=O->[Y+3]123456789%10%11%12(<-c%13c->1c->2[cH-]->3c->4%13)(<-c1c->5c->6[cH-]->7c->81)<-c1c->9c->%10[cH-]->%11c->%121,CCOP(CC)(OCC)=O->[Y+3]123456789%10%11%12(<-c%13c->1c->2[cH-]->3c->4%13)(<-c1c->5c->6[cH-]->7c->81)<-c1c->9c->%10[cH-]->%11c->%121,CCOP(CC)(OCC)=O->[Y+3]123(<-c4ccc[cH-]->14)(<-c1ccc[cH-]->21)<-c1ccc[cH-]->31
DOGJEP,,C28 H20 F4 Ir1 N5 O1,0.0,Cc1cc(C)n2->[Ir+3]34(<-[NH-]C(=O)n12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41,Cc1cc(C)n2->[Ir+3]34(<-[NH-]C(=O)n12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41,Cc1cc(C)n2->[Ir+3]34(<-[NH-]C(=O)n12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41
DOHNIX,CN1(C)Cc2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt@+2]<-1(<-[CH3-])<-[I-],C22 H25 I1 N1 P1 Pt1,0.0,CN1(C)Cc2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt+2]<-1(<-[CH3-])<-[I-],CN1(C)Cc2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt+2]<-1(<-[CH3-])<-[I-],CN1(C)Cc2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt+2]<-1(<-[CH3-])<-[I-]
DOKBUB,,C30 H26 Ir1 N6 1+,1.0,Cc1ccc2-c3ccccn3->[Ir+3]34(<-[c-]2c1)(<-[c-]1cc(C)ccc1-c1ccccn->31)<-n1cc[nH]c1-c1[nH]ccn->41,Cc1ccc2-c3ccccn3->[Ir+5]34(<-[c-]2c1)(<-[c-]1cc(C)ccc1-c1ccccn->31)<-[n-]1ccnc1-c1ncc[n-]->41,Cc1ccc2-c3ccccn3->[Ir+5]34(<-[c-]2c1)(<-[c-]1cc(C)ccc1-c1ccccn->31)<-[n-]1ccnc1-c1ncc[n-]->41
DOLCUC,,C18 H18 Cu1 N2 O6,0.0,CC1=CC2=O->[Cu+2]34<-O=C5C=C(C)OC(=O)C5=C(C)[N-]->3CC[N-]->4C(C)=C2C(=O)O1,C=c1cc2[O-]->[Cu+3]34<-[O-]c5cc(C)oc(=O)c5C(C)=N->3CC[N-]->4C(C)=c2c(=O)o1,C=c1cc2[O-]->[Cu+3]34<-[O-]c5cc(C)oc(=O)c5C(C)=N->3CC[N-]->4C(C)=c2c(=O)o1
DOMKEW,CC1(C)COC2C3=N(->[Ru+2]4(<-[N-]=C=S)(<-[N-]=C=S)(<-N=21)<-N1=C(C2=N->4C(C)(C)CO2)OCC1(C)C)C(C)(C)CO3,C22 H32 N6 O4 Ru1 S2,0.0,CC1(C)COC2C3=N(->[Ru+2]4(<-[N-]=C=S)(<-[N-]=C=S)(<-N=21)<-N1=C(C2=N->4C(C)(C)CO2)OCC1(C)C)C(C)(C)CO3,CC1(C)COC2C3=N(->[Ru+2]4(<-[N-]=C=S)(<-[N-]=C=S)(<-N=21)<-N1=C(C2=N->4C(C)(C)CO2)OCC1(C)C)C(C)(C)CO3,CC1(C)COC2C3=N(->[Ru+2]4(<-[N-]=C=S)(<-[N-]=C=S)(<-N=21)<-N1=C(C2=N->4C(C)(C)CO2)OCC1(C)C)C(C)(C)CO3
DONWEI,C[Si](C)(C)[C-](->[Cd+2]<-[C-](c1ccccn1)([Si](C)(C)C)[Si](C)(C)C)(c1ccccn1)[Si](C)(C)C,C24 H44 Cd1 N2 Si4,0.0,C[Si](C)(C)[C-]1(c2ccccn2->[Cd+2]<-12<-n1ccccc1[C-]->2([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,C[Si](C)(C)C1(=C2C=CC=C[N-]2->[Cd+2]<-12<-[N-]1C=CC=CC1=C->2([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,C[Si](C)(C)C1(=C2C=CC=C[N-]2->[Cd+2]<-12<-[N-]1C=CC=CC1=C->2([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C
DOPROS,[Cl-]->[Ni@TB19+2]123<-[S-][P@TB20]->1(c1ccccc1)(c1ccccc1)=C->2c1ccccc1P->3(c1ccccc1)c1ccccc1,C31 H25 Cl1 Ni1 P2 S1,0.0,[Cl-]->[Ni+2]12<-S=P(c3ccccc3)(c3ccccc3)[CH-]->1c1ccccc1P->2(c1ccccc1)c1ccccc1,[Cl-]->[Ni+2]12<-[S-]P(c3ccccc3)(c3ccccc3)=C->1c1ccccc1P->2(c1ccccc1)c1ccccc1,S=P(c1ccccc1)(c1ccccc1)[CH-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Ni+2]<-1<-[Cl-]
DOQPOP,,C17 H25 B1 N8 O1 P1 W1 1+,1.0,CP(C)(C)->[W+2]123(<-[N-]=O)(<-c4cc[nH+]cc->14)<-n1cccn1[BH-](n1cccn->21)n1cccn->31,CP(C)(C)->[W+4]123(<-[N-]=O)(<-C4=CNC=C[CH-]->14)<-n1cccn1[BH-](n1cccn->21)n1cccn->31,CP(C)(C)->[W+4]123(<-[N-]=O)(<-C4=CNC=C[CH-]->14)<-n1cccn1[BH-](n1cccn->21)n1cccn->31
DORGUM,O=C(O)CN1CC(O)=O->[Zn@TB14+2]23(<-O)<-[O-]C(=O)CN->2(CC(=O)[O-]->3)c2ccccc21,C14 H16 N2 O9 Zn1,0.0,O=C(O)CN12CC(O)=O->[Zn+2]<-134(<-O)<-[O-]C(=O)CN->3(CC(=O)[O-]->4)c1ccccc12,O=C(O)CN12CC(O)=O->[Zn+2]<-134(<-O)<-[O-]C(=O)CN->3(CC(=O)[O-]->4)c1ccccc12,O=C(O)CN12CC(O)=O->[Zn+2]<-134(<-O)<-[O-]C(=O)CN->3(CC(=O)[O-]->4)c1ccccc12
DOSBUJ,,C44 H28 N4 Ni1,0.0,C1=Cc2c3ccc4c(-c5ccccc5)c(-c5ccccc5)c5n6->[Ni+2]7(<-n2c1c(-c1ccccc1)c(-c1ccccc1)c1ccc(c6C=C5)[n-]->71)<-[n-]43,c1ccc(C2=C(c3ccccc3)c3ccc4[n-]3->[Ni+4]35<-[n-]6c2ccc6-c2ccc([n-]->32)C(c2ccccc2)=C(c2ccccc2)c2ccc-4[n-]->52)cc1,c1ccc(C2=C(c3ccccc3)c3ccc4[n-]3->[Ni+4]35<-[n-]6c2ccc6-c2ccc([n-]->32)C(c2ccccc2)=C(c2ccccc2)c2ccc-4[n-]->52)cc1
DOSXEQ,C[C@@H]([N-2]->[Ti+4]1234(<-[CH3-])(<-[CH3-])<-C5(=[Si](C)C)c->16ccccc->26-c->31ccccc->415)c1cccc2ccccc12,C29 H31 N1 Si1 Ti1,0.0,CC(c1cccc2ccccc12)[N-]1[Si](C)(C)[c-]23->[Ti+4]<-1456(<-[CH3-])(<-[CH3-])<-c1(ccccc->412)c->51ccccc->613,CC(c1cccc2ccccc12)[N-]1[Si](C)(C)c23->[Ti+4]<-1456(<-[CH3-])(<-[CH3-])<-c21ccccc->41c->51cccc[c-]->631,CC(c1cccc2ccccc12)[N-]1[Si](C)(C)c23->[Ti+4]<-1456(<-[CH3-])(<-[CH3-])<-c21ccccc->41c->51cccc[c-]->631
DOTWEQ,CC1/C=C(/C)[O-]->[Pt@OH6+2]2(<-O=1)<-[C-](=C\c1ccccn->21)/c1ccc(Sc2ccccc2)cc1,C24 H21 N1 O2 Pt1 S1,0.0,fail,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-[C-](=Cc1ccccn->21)c1ccc(Sc2ccccc2)cc1,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-[C-](=Cc1ccccn->21)c1ccc(Sc2ccccc2)cc1
DOWDID,CCOC(=O)[C@@H]1/C(=[C-](/S(=O)(=O)c2ccccc2)->[Co+3]23456(<-[O-]N->21C(C)(C)C)<-c1c->3c->4[cH-]->5c->61)[Si](C)(C)C,C24 H34 Co1 N1 O5 S1 Si1,0.0,CCOC(=O)C1C(=[C-](S(=O)(=O)c2ccccc2)->[Co+3]23456(<-[O-]N->21C(C)(C)C)<-c1c->3c->4[cH-]->5c->61)[Si](C)(C)C,CCOC(=O)C1C(=[C-](S(=O)(=O)c2ccccc2)->[Co+]23456(<-O=[N+]->21C(C)(C)C)<-c1c->3c->4[cH-]->5c->61)[Si](C)(C)C,CCOC(=O)C1C(=[C-](S(=O)(=O)c2ccccc2)->[Co+]23456(<-O=[N+]->21C(C)(C)C)<-c1c->3c->4[cH-]->5c->61)[Si](C)(C)C
DOXLEI,[O-2]->[Os@TB2+6]123<-[NH-][C-]4[CH-][CH-][CH+][CH+][C-]4[N-]->1c1ccccc1[N-]->2[C+]1[CH+][CH+][CH+][CH-][C-]1[N-]->3c1ccccc1,C24 H18 N4 O1 Os1,0.0,[O-2]->[Os+6]123<-[NH-]c4ccccc4[N-]->1c1ccccc1[N-]->2c1ccccc1[N-]->3c1ccccc1,[O-2]->[Os+6]123<-[NH-]c4ccccc4[N-]->1c1ccccc1[N-]->2c1ccccc1[N-]->3c1ccccc1,[O-2]->[Os+6]123<-[NH-]c4ccccc4[N-]->1c1ccccc1[N-]->2c1ccccc1[N-]->3c1ccccc1
DOZGEG,,C33 H20 F7 Ir1 N4,0.0,CN1C=CN2c3cc(C(F)(F)F)cc[c-]3->[Ir+3]34(<-[C]12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41,CN1C=CN2c3cc(C(F)(F)F)cc[c-]3->[Ir+3]34(<-[C]12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41,CN1C=CN2c3cc(C(F)(F)F)cc[c-]3->[Ir+3]34(<-[C]12)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-[c-]1cc(F)cc(F)c1-c1ccccn->41
DOZTOC,O=C([Se-]->[Cd+2]1(<-[Se-]C(=O)c2ccccc2)<-n2ccccc2-c2ccccn->12)c1ccccc1,C24 H18 Cd1 N2 O2 Se2,0.0,fail,O=C([Se-]->[Cd+2]1(<-[Se-]C(=O)c2ccccc2)<-n2ccccc2-c2ccccn->12)c1ccccc1,c1ccc(C2[O-]->[Cd+2]34(<-[O-]C(=[Se]->3)c3ccccc3)(<-[Se]=2)<-n2ccccc2-c2ccccn->42)cc1
DUBJEP,CC#N->[W+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-2]P(=NP(=[N-]->1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C26 H23 Cl3 N4 P2 W1,0.0,CC#N->[W+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-2]P(=NP(=[N-]->1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[W+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-2]P(=NP(=[N-]->1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[W+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-2]P(=NP(=[N-]->1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
DUCMIX,,C18 H11 Mn1 N2 O4,0.0,[O+]#[C-]->[Mn+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[c-]2ccccc2C=N->1N=Cc1ccccc1,[O+]#[C-]->[Mn+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[c-]2ccccc2C=N->1N=Cc1ccccc1,O=C1=c23->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[N-](C=c2cccc3)N=Cc1ccccc1
DUCVEC,Nc1nc2-c3ccccn3->[Y+3]3456(<-[O-]O[N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)(<-[O-][N+](=O)[O-]->5)<-n3ccccc3-c(n1)n->62,C13 H12 N9 O10 Y1,0.0,Nc1nc2-c3ccccn3->[Y+3]345(<-O)(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3ccccc3-c(n1)n->52,Nc1nc2-c3ccccn3->[Y+5]345(<-[O-2])(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3ccccc3-c(n1)n->52,Nc1nc2-c3ccccn3->[Y+3]34567(<-[O-]O[N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)(<-[O-][N+]->5(=O)[O-]->6)<-n3ccccc3-c(n1)n->72
DUDZEI,Cn1ccn2[BH-]3[H]->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-S=c12)<-n1cccn13,C10 H10 B1 N4 O3 Re1 S1,0.0,Cn1ccn2[BH-]3[H]->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-S=c12)<-n1cccn13,Cn1ccn2[BH2-]n3cccn3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=c12,Cn1ccn2[BH2-]n3cccn3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=c12
DUFYIO,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Pd+2]<-23<-[c-]2cc4ccccc4n2[C@@H]2[C@H]4CC[C@H](C4)[CH-]->32)c2ccccc2)cc1,C41 H39 N1 P2 Pd1,0.0,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Pd+]<-23<-[c]2cc4ccccc4n2C2C4CCC(C4)[CH-]->32)c2ccccc2)cc1,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Pd+2]<-23<-[c-]2cc4ccccc4n2C2C4CCC(C4)[CH-]->32)c2ccccc2)cc1,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Pd+2]<-23<-[c-]2cc4ccccc4n2C2C4CCC(C4)[CH-]->32)c2ccccc2)cc1
DUGXIM,C/C1=[NH+]2->[Cu@OH19+]34(<-[S-]C#N)<-N(CCN->3C(C)(C)C1)[C@@H](C)CC(C)(C)N->4CC/2,C17 H36 Cu1 N5 S1 1+,1.0,CC1CC(C)(C)N2->[Cu+2]34(<-[S-]C#N)<-N1CCN->3C(C)(C)CC(C)N->4CC2,C[C-]1CC(C)(C)N2->[Cu+3]34<-N1CCN->3C(C)(C)CC(C)N->4CC2.[N-]=C=S,CC1=[NH+]2->[Cu+]34(<-[S-]C#N)<-N(CCN->3C(C)(C)C1)C(C)CC(C)(C)N->4CC2
DUHGES,Cc12->[Y+3]3456789(<-[CH-]([Si](C)(C)C)[Si](C)(C)C)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,C27 H49 Si2 Y1,0.0,Cc12->[Y+3]3456789(<-[CH-]([Si](C)(C)C)[Si](C)(C)C)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,Cc12->[Y+3]3456789(<-[CH-]([Si](C)(C)C)[Si](C)(C)C)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,Cc1c(C)c(C)[c-](C)(->[Y+3]2(<-[CH-]([Si](C)(C)C)[Si](C)(C)C)<-c3(C)c(C)c(C)c(C)[c-]->23C)c1C
DUJZAK,Oc1cccc2cccn(->[Ag+]<-n3cccc4cccc(O)c43)c12,C18 H14 Ag1 N2 O2 1+,1.0,c1cc2O->[Ag+]3(<-Oc4cccc5cccn->3c45)<-n3cccc(c1)c23,Oc1cccc2cccn(->[Ag+]3<-Oc4cccc5cccn->3c45)c12,c1cc2O->[Ag+]3(<-Oc4cccc5cccn->3c45)<-n3cccc(c1)c23
DULMOO,CCN(CC)CC/N(=C/c1ccccc1)->[Cu+]<-N(=C\c1ccccc1)/CCN(CC)CC,C26 H40 Cu1 N4 1+,1.0,CCN1(CC)CCN(=Cc2ccccc2)->[Cu+]<-12<-N(=Cc1ccccc1)CCN->2(CC)CC,CCN1(CC)CCN(=Cc2ccccc2)->[Cu+]<-12<-N(=Cc1ccccc1)CCN->2(CC)CC,CCN1(CC)CCN(=Cc2ccccc2)->[Cu+]<-12<-N(=Cc1ccccc1)CCN->2(CC)CC
DUMDUL,,C15 H17 Mo1 N1 O5,0.0,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc4ccccc4c3C=N->1CC(C)[O-]->2,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc4ccccc4c3C=N->1CC(C)[O-]->2,CC1CN2->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]c3ccc4ccccc4c3C=2)<-[O-]1.CO
DUNXIV,,C28 H26 Cl2 F17 N1 O2 Os1,0.0,CC(C)c12->[Os+2]3456(<-[Cl-])(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1cccc(CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,CC(C)c12->[Os+2]3456(<-[Cl-])(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1cccc(CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Cc1ccc(C(C)C)c2->[Os+2](<-[Cl-])(<-[Cl-])(<-c12)<-n1cccc(CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
DUQVES,C[C](N)->[Ru+2]12345(<-c6c->1c->2[cH-]->3c->46)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C33 H34 N1 P2 Ru1 1+,1.0,C[C](N)->[Ru+2]12345(<-c6c->1c->2[cH-]->3c->46)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C[C](N)->[Ru+2]12345(<-c6c->1c->2[cH-]->3c->46)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C[C](N)->[Ru+2]12345(<-c6c->1c->2[cH-]->3c->46)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
DURRUE,CP(C)(=S)P(C)(C)=S->[Au+]<-S=P(C)(C)P(C)(C)=S,C8 H24 Au1 P4 S4 1+,1.0,CP(C)(=S)P(C)(C)=S->[Au+]<-S=P(C)(C)P(C)(C)=S,CP(C)(=S)P(C)(C)=S->[Au+]<-S=P(C)(C)P(C)(C)=S,CP1(C)=S->[Au+]2(<-S=P1(C)C)<-S=P(C)(C)P(C)(C)=S->2
DUSSAL,[Cl-]->[Ni+2]123(<-[Cl-])<-n4c5cccc4CS->1Cc1cccc(n->21)CS->3C5,C14 H14 Cl2 N2 Ni1 S2,0.0,[Cl-]->[Ni+2]123(<-[Cl-])<-n4c5cccc4CS->1Cc1cccc(n->21)CS->3C5,[Cl-]->[Ni+2]123(<-[Cl-])<-n4c5cccc4CS->1Cc1cccc(n->21)CS->3C5,[Cl-]->[Ni+2]123(<-[Cl-])<-n4c5cccc4CS->1Cc1cccc(n->21)CS->3C5
